General Capability,Element,Sub-Element,Description,Level,Code,Indicator
Numeracy,Number sense and algebra,Additive strategies,,Level 4,NNAdS4.1,"represents and uses a range of counting strategies to solve addition problems such as counting-up-to and counting-up-from (e.g. to solve ""I have \(7\) apples. I want \(10\). How many more do I need?"" counts the number of apples needed to increase the quantity from \(7\) to \(10\); uses a counting on strategy to calculate \(6 + 3\), says ""\(6, 7, 8, 9\) it's \(9\)""; to solve \(6\space + \space\) ? \(= 9\), says ""\(6\) ... \(7, 8, 9\) it's \(3\)"")"
Numeracy,Number sense and algebra,Additive strategies,,Level 4,NNAdS4.2,"uses the additive property of zero, that a number will not change in value when zero is added to or taken away from it (e.g. when asked what is \(5 + 0\) the student responds ""\(5\)"")"
Numeracy,Number sense and algebra,Additive strategies,,Level 5,NNAdS5,
Numeracy,Number sense and algebra,Additive strategies,,Level 5,NNAdS5CoB,Counting back (by ones)
Numeracy,Number sense and algebra,Additive strategies,,Level 5,NNAdS5.1,"represents and uses a range of counting strategies to solve subtraction problems such as counting-down-from, counting-up-from, counting-down-to (e.g. to solve ""Mia had \(10\) cupcakes. She gave \(3\) cupcakes away. How many cupcakes does Mia have left?"" counts back from \(10\), ""\(9, 8, 7\), Mia has \(7\) left""; to solve \(12\) take away something equals \(8\), responds ""\(12\) take away one is \(11\), then \(10, 9, 8\), It's \(4\)"")"
Numeracy,Number sense and algebra,Additive strategies,,Level 6,NNAdS6,
Numeracy,Number sense and algebra,Additive strategies,,Level 6,NNAdS6C10,Flexible strategies with combinations to 10
Numeracy,Number sense and algebra,Additive strategies,,Level 6,NNAdS6.1,describes subtraction as the difference between numbers rather than taking away using diagrams and a range of representations (e.g. using a number line to represent \(8\space–\space 3\) as the difference between \(8\) and \(3\))
Numeracy,Number sense and algebra,Additive strategies,,Level 6,NNAdS6.2,uses a range of strategies to add or subtract \(2\) or more numbers within the range of \(1\)-\(20\) (e.g. bridging to \(10\); near doubles; adding the same to both numbers \(7 + 8 = 15\) because double \(8\) is \(16\) and \(7\) is one less than \(8\); \(8 + 6 = 14\) because \(8 + 2 = 10\) and \(4\) more is \(14\); \(15\space–\space 8 = 7\) because I can add \(2\) to both to give \(17\space–\space 10 = 7\))
Numeracy,Number sense and algebra,Additive strategies,,Level 6,NNAdS6.3,"uses knowledge of part-part-whole number construction to partition natural numbers into parts to solve addition and subtraction problems (e.g. to solve \(6\space +\) ? \(= 13\), says ""\(6\) plus \(4\) makes \(10\), and \(3\) more ... so it’s \(7\)"")"
Numeracy,Number sense and algebra,Additive strategies,,Level 6,NNAdS6.4,"represents additive situations using number sentences and part-part-whole diagrams including when different parts or the whole are unknown (e.g. uses the number sentence \(8\space–\space 3 = 5\) to represent the problem ""I had \(8\) pencils. I gave \(3\) to Max. I now have \(5\) remaining""; matches the number sentence \(4 \space+\space\)? \(= 9 \) to the problem, ""I have \(9\) cups and only \(4\) saucers, how many more saucers do I need?"")"
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7,
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS72DN,Flexible strategies with two-digit numbers
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7.1,"chooses from a range of known strategies to solve additive problems involving two-digit numbers (e.g. uses place value knowledge, known addition facts and part-part-whole number knowledge to solve problems like \(24 + 8 + 13\), partitions \(8\) as \(6\) and \(2\) more, then combines \(24\) and \(6\) to rename it as \(30\) before combining it with \(13\) to make \(43\), and then combines the remaining \(2\) to find \(45\); adds the same quantity to both numbers  \(47\space–\space38 = 49-40\))"
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7.2,"identifies that the same combinations and partitions to \(10\) are repeated within each decade (e.g. knowing that \(8 + 2 = 10\), knows \(18 + 2 = 20\) and \(28 + 2 = 30\) etc.)"
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7.3,identifies addition as associative and commutative and that subtraction is neither
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7.4,"applies the commutative and associative properties of addition to simplify mental computation (e.g. to calculate \(23 + 9 + 7\) adds \(23\) to \(7\) to get \(30\), then adds \(9\) to give \(39\))"
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7.5,"applies inverse relationship of addition and subtraction to solve problems, including solving problems with digital tools, and uses the inverse relationship to justify an answer (e.g. when solving \(23\space–\space16\) chooses to use addition \(16\space+ \space ? = 23\); when using a calculator to solve \(16\space+\space? = 38\) decides to use subtraction and inputs \(38-16\))"
Numeracy,Number sense and algebra,Additive strategies,,Level 7,NNAdS7.6,represents a wide range of additive problem situations involving two-digit numbers using appropriate addition and subtraction number sentences
Numeracy,Number sense and algebra,Additive strategies,,Level 8,NNAdS8,
Numeracy,Number sense and algebra,Additive strategies,,Level 8,NNAdS83DN,Flexible strategies with three-digit numbers and beyond
Numeracy,Number sense and algebra,Additive strategies,,Level 8,NNAdS8.1,"uses place value, standard and non-standard partitioning, trading or exchanging of units to mentally add and subtract numbers with \(3\) or more digits (e.g. to add \(250\) and \(457\), partitions \(250\) into \(2\) hundreds and \(5\) tens, says \(457\) plus \(2\) hundreds is \(657\), plus \(5\) tens is \(707\); to add \(184\) and \(270\) partitions into \(150 + 34 + 250 + 20 = 400 + 34+ 20 = 454\))"
Numeracy,Number sense and algebra,Additive strategies,,Level 8,NNAdS8.2,chooses and uses strategies including algorithms and technology to efficiently solve additive problems (e.g. develops total costings for ingredients or materials for a task or combines measurements to determine the total amount of materials required)
Numeracy,Number sense and algebra,Additive strategies,,Level 8,NNAdS8.3,"uses estimation to determine the reasonableness of the solution to an additive problem (e.g. when asked to add \(249\) and \(437\) says ""\(250 + 440\) is \(690\)"")"
Numeracy,Number sense and algebra,Additive strategies,,Level 8,NNADS8.4,represents a wide range of familiar real-world additive situations involving large numbers as standard number sentences explaining their reasoning
Numeracy,Number sense and algebra,Additive strategies,,Level 9,NNAdS9,
Numeracy,Number sense and algebra,Additive strategies,,Level 9,NNAdS9FrD,Flexible strategies with fractions and decimals
Numeracy,Number sense and algebra,Additive strategies,,Level 9,NNAdS9.1,uses knowledge of place value and how to partition numbers in different ways to make the calculation easier when adding and subtracting decimals with up to \(3\) decimal places
Numeracy,Number sense and algebra,Additive strategies,,Level 9,NNAdS9.2,identifies and justifies the need for a common denominator when solving additive problems involving fractions with related denominators
Numeracy,Number sense and algebra,Additive strategies,,Level 9,NNAdS9.3,"represents a wide range of familiar real-world additive situations involving decimals and common fractions as standard number sentences, explaining their reasoning"
Numeracy,Number sense and algebra,Additive strategies,,Level 10,NNAdS10,
Numeracy,Number sense and algebra,Additive strategies,,Level 10,NNAdS10RaN,Flexible strategies with rational numbers
Numeracy,Number sense and algebra,Additive strategies,,Level 10,NNAdS10.1,"uses knowledge of equivalent fractions, multiplicative thinking and how to partition fractional numbers to make calculations easier when adding and subtracting fractions with different denominators"
Numeracy,Number sense and algebra,Additive strategies,,Level 10,NNAdS10.2,solves additive problems involving the addition and subtraction of rational numbers including fractions with unrelated denominators and integers
Numeracy,Number sense and algebra,Additive strategies,,Level 10,NNAdS10.3,chooses and uses appropriate strategies to solve multi-step problems involving the addition and subtraction of rational numbers
Numeracy,Number sense and algebra,Multiplicative strategies,<p>This sub-element describes how a student becomes increasingly able to think multiplicatively and use multiplicative strategies in computation to solve problems related to a range of multiplicative situations. Students are introduced to division through equal sharing and equal grouping situations.</p>,,NNMuS,
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 1,NNMuS1,
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 1,NNMuS1FEQ,Forming equal groups
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 1,NNMuS1.1,"shares collections equally by dealing (e.g. distributes all items one-to-one until they are exhausted, checking that the final groups are equal)"
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 1,NNMuS1.2,makes equal groups and counts by ones to determine the total
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 2,NNMuS2,
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 2,NNMuS2PeM,Perceptual multiples
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 2,NNMuS2.1,"uses groups or multiples in counting and sharing physical or virtual materials (e.g. skip counts by twos, fives or tens with all objects visible)"
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 2,NNMuS2.2,represents authentic situations involving equal sharing and equal grouping with drawings and physical or virtual materials (e.g. draws a picture to represent \(4\) tables that seat \(6\) people to determine how many chairs they will need; uses \(8\) counters to represent sharing \(\$8\) between \(4\) friends)
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 3,NNMuS3,
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 3,NNMuS3FIU,Figurative (imagined units)
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 3,NNMuS3.1,"uses perceptual markers to represent concealed quantities of equal amounts to determine the total number of items (e.g. to count how many whiteboard markers are in \(4\) packs, knows they come in packs of \(5\) and counts the number of markers as \(5, 10, 15, 20\))"
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 4,NNMuS4,
Numeracy,Number sense and algebra,Multiplicative strategies,,Level 4,NNMuS4ACU,Repeated abstract composite units
